id,event,headline,areaDesc,severity,certainty,urgency,onset,expires,UGC
urn:oid:2.49.0.1.840.0.2bf738fc80c083ef47d771c0b7c75870cb712d7e.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:10AM EDT until October 19 at 11:00PM EDT by NWS Boston/Norton MA,Coastal waters from Provincetown MA to Chatham MA to Nantucket MA out 20 nm; Coastal Waters extending out to 25 nm South of Marthas Vineyard and Nantucket; Coastal Waters from Montauk NY to Marthas Vineyard extending out to 20 nm South of Block Island,Minor,Likely,Expected,2024-10-19 07:10:00+00:00,2024-10-19 20:15:00+00:00,"['ANZ254', 'ANZ255', 'ANZ256']"
urn:oid:2.49.0.1.840.0.2bf738fc80c083ef47d771c0b7c75870cb712d7e.003.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:10AM EDT until October 19 at 11:00PM EDT by NWS Boston/Norton MA,Coastal waters east of Ipswich Bay and the Stellwagen Bank National Marine Sanctuary,Minor,Likely,Expected,2024-10-19 07:10:00+00:00,2024-10-19 20:15:00+00:00,['ANZ250']
urn:oid:2.49.0.1.840.0.94500196ade3c974c798769b5e00ba83223ba695.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:09AM EDT until October 21 at 6:00PM EDT by NWS Newport/Morehead City NC,S of Ocracoke Inlet NC to Cape Lookout NC out to 20 nm; S of Cape Lookout NC to Surf City NC out to 20 nm,Minor,Likely,Expected,2024-10-19 07:09:00+00:00,2024-10-19 20:00:00+00:00,"['AMZ156', 'AMZ158']"
urn:oid:2.49.0.1.840.0.94500196ade3c974c798769b5e00ba83223ba695.005.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:09AM EDT until October 21 at 2:00AM EDT by NWS Newport/Morehead City NC,S of Currituck Beach Light NC to Oregon Inlet NC out to 20 nm,Minor,Likely,Expected,2024-10-19 07:09:00+00:00,2024-10-19 20:00:00+00:00,['AMZ150']
urn:oid:2.49.0.1.840.0.94500196ade3c974c798769b5e00ba83223ba695.003.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:09AM EDT until October 19 at 8:00PM EDT by NWS Newport/Morehead City NC,Pamlico Sound,Minor,Likely,Expected,2024-10-19 07:09:00+00:00,2024-10-19 20:00:00+00:00,['AMZ135']
urn:oid:2.49.0.1.840.0.94500196ade3c974c798769b5e00ba83223ba695.004.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:09AM EDT until October 22 at 4:00AM EDT by NWS Newport/Morehead City NC,S of Oregon Inlet NC to Cape Hatteras NC out to 20 nm; S of Cape Hatteras NC to Ocracoke Inlet NC out to 20 nm,Minor,Likely,Expected,2024-10-19 07:09:00+00:00,2024-10-19 20:00:00+00:00,"['AMZ152', 'AMZ154']"
urn:oid:2.49.0.1.840.0.ebfab07179503d39fc5ad7677dbbd12ad12bbe6a.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 3:08AM EDT until October 20 at 6:00PM EDT by NWS Upton NY,Moriches Inlet NY to Montauk Point NY out 20 nm; Fire Island Inlet NY to Moriches Inlet NY out 20 nm; Sandy Hook NJ to Fire Island Inlet NY out 20 nm,Minor,Likely,Expected,2024-10-19 07:08:00+00:00,2024-10-19 20:15:00+00:00,"['ANZ350', 'ANZ353', 'ANZ355']"
urn:oid:2.49.0.1.840.0.88513d90490fbb3cf2362cf7ef2f59bbfedef3b7.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 5:04PM ChST until October 23 at 6:00PM ChST by NWS Tiyan GU,Yap Coastal Waters,Minor,Likely,Expected,2024-10-20 08:00:00+00:00,2024-10-19 22:00:00+00:00,['PMZ171']
urn:oid:2.49.0.1.840.0.88513d90490fbb3cf2362cf7ef2f59bbfedef3b7.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 5:04PM ChST until October 23 at 6:00PM ChST by NWS Tiyan GU,Koror Palau Coastal Waters,Minor,Likely,Expected,2024-10-19 20:00:00+00:00,2024-10-19 22:00:00+00:00,['PMZ161']
urn:oid:2.49.0.1.840.0.1cfbb44944d9667b67eaac62116461db805a4da3.001.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 2:01AM CDT until October 20 at 7:00PM CDT by NWS Corpus Christi TX,Aransas Islands; Kleberg Islands; Nueces Islands; Calhoun Islands,Minor,Likely,Expected,2024-10-19 07:01:00+00:00,2024-10-20 00:15:00+00:00,"['TXZ345', 'TXZ442', 'TXZ443', 'TXZ447']"
urn:oid:2.49.0.1.840.0.1cfbb44944d9667b67eaac62116461db805a4da3.002.1,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 2:01AM CDT until October 20 at 7:00PM CDT by NWS Corpus Christi TX,Coastal Aransas; Coastal Kleberg; Coastal Nueces; Coastal San Patricio; Coastal Refugio; Coastal Calhoun,Minor,Likely,Expected,2024-10-19 07:01:00+00:00,2024-10-20 00:15:00+00:00,"['TXZ245', 'TXZ342', 'TXZ343', 'TXZ344', 'TXZ346', 'TXZ347']"
urn:oid:2.49.0.1.840.0.1cfbb44944d9667b67eaac62116461db805a4da3.001.2,Rip Current Statement,Rip Current Statement issued October 19 at 2:01AM CDT until October 20 at 7:00PM CDT by NWS Corpus Christi TX,Aransas Islands; Kleberg Islands; Nueces Islands; Calhoun Islands,Moderate,Likely,Expected,2024-10-19 07:01:00+00:00,2024-10-20 00:15:00+00:00,"['TXZ345', 'TXZ442', 'TXZ443', 'TXZ447']"
urn:oid:2.49.0.1.840.0.ed4c97a90b4cd20b8a74510247266332de419c4c.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 1:58AM CDT until October 21 at 4:00AM CDT by NWS Corpus Christi TX,Coastal waters from Baffin Bay to Port Aransas out 20 NM; Waters from Baffin Bay to Port Aransas from 20 to 60 NM,Minor,Likely,Expected,2024-10-19 18:00:00+00:00,2024-10-20 00:00:00+00:00,"['GMZ250', 'GMZ270']"
urn:oid:2.49.0.1.840.0.ed4c97a90b4cd20b8a74510247266332de419c4c.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 1:58AM CDT until October 21 at 4:00AM CDT by NWS Corpus Christi TX,Coastal waters from Port Aransas to Matagorda Ship Channel out 20 NM; Waters from Port Aransas to Matagorda Ship Channel from 20 to 60 NM,Minor,Likely,Expected,2024-10-19 06:58:00+00:00,2024-10-20 00:00:00+00:00,"['GMZ255', 'GMZ275']"
urn:oid:2.49.0.1.840.0.dc4cefbe508ded55dc49cf987909f39cb60a8a2e.001.1,Frost Advisory,Frost Advisory issued October 19 at 2:52AM EDT until October 19 at 9:00AM EDT by NWS Binghamton NY,Yates; Seneca; Southern Cayuga; Onondaga,Minor,Likely,Expected,2024-10-19 06:52:00+00:00,2024-10-19 13:00:00+00:00,"['NYZ015', 'NYZ016', 'NYZ017', 'NYZ018']"
urn:oid:2.49.0.1.840.0.493d3f1bade3abb5defa8f4405f85fe7efea7093.003.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:46AM EDT until October 19 at 6:00PM EDT by NWS Gaylord MI,Seul Choix Point to 5NM West of Mackinac Bridge; Norwood MI to 5NM West of Mackinac Bridge including Little Traverse Bay; Sleeping Bear Point to Grand Traverse Light MI; Point Betsie to Sleeping Bear Point MI; Manistee to Point Betsie MI,Minor,Likely,Expected,2024-10-19 06:46:00+00:00,2024-10-19 22:00:00+00:00,"['LMZ341', 'LMZ342', 'LMZ344', 'LMZ345', 'LMZ346']"
urn:oid:2.49.0.1.840.0.9c85433c8271c8f530c09a15c7d56634af843a44.001.1,Rip Current Statement,Rip Current Statement issued October 19 at 2:39AM EDT until October 21 at 5:00AM EDT by NWS Tallahassee FL,Coastal Franklin,Moderate,Likely,Expected,2024-10-19 06:39:00+00:00,2024-10-20 09:00:00+00:00,['FLZ115']
urn:oid:2.49.0.1.840.0.9c85433c8271c8f530c09a15c7d56634af843a44.002.1,Rip Current Statement,Rip Current Statement issued October 19 at 2:39AM EDT until October 20 at 5:00AM EDT by NWS Tallahassee FL,South Walton; Coastal Bay; Coastal Gulf,Moderate,Likely,Expected,2024-10-19 09:00:00+00:00,2024-10-20 09:00:00+00:00,"['FLZ108', 'FLZ112', 'FLZ114']"
urn:oid:2.49.0.1.840.0.63b4b233cf6984374a5392ca58fd10ba1eba2c0f.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:37AM EDT until October 20 at 11:00AM EDT by NWS Tallahassee FL,Coastal Waters from Mexico Beach to Apalachicola out 20 NM; Coastal Waters From  Ochlockonee River to Apalachicola FL out to 20 Nm; Waters from Mexico Beach to Apalachicola FL from 20 to 60 NM; Waters from Suwannee River to Apalachicola FL from 20 to 60 NM,Minor,Likely,Expected,2024-10-19 06:37:00+00:00,2024-10-19 20:00:00+00:00,"['GMZ752', 'GMZ755', 'GMZ772', 'GMZ775']"
urn:oid:2.49.0.1.840.0.63b4b233cf6984374a5392ca58fd10ba1eba2c0f.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:37AM EDT until October 19 at 2:00PM EDT by NWS Tallahassee FL,Apalachee Bay or Coastal Waters From Keaton Beach to Ochlockonee River Fl out to 20 Nm; Coastal waters from Okaloosa-Walton County Line to Mexico Beach out 20 NM; Coastal waters from  Suwannee River to Keaton Beach out 20 NM; Waters from Okaloosa-Walton County Line to Mexico Beach from 20 to 60 NM,Minor,Likely,Expected,2024-10-19 06:37:00+00:00,2024-10-19 18:00:00+00:00,"['GMZ730', 'GMZ750', 'GMZ765', 'GMZ770']"
urn:oid:2.49.0.1.840.0.e35ae70aa4aaa47030a57e7dee470c9d3a0ddb87.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:28AM EDT until October 20 at 6:00AM EDT by NWS Mount Holly NJ,Coastal waters from Great Egg Inlet to Cape May NJ out 20 nm; Coastal waters from Cape May NJ to Cape Henlopen DE out 20 nm; Coastal waters from Cape Henlopen to Fenwick Island DE out 20 nm,Minor,Likely,Expected,2024-10-19 06:28:00+00:00,2024-10-19 20:00:00+00:00,"['ANZ453', 'ANZ454', 'ANZ455']"
urn:oid:2.49.0.1.840.0.e35ae70aa4aaa47030a57e7dee470c9d3a0ddb87.003.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:28AM EDT until October 20 at 6:00AM EDT by NWS Mount Holly NJ,Coastal waters from Sandy Hook to Manasquan Inlet NJ out 20 nm,Minor,Likely,Expected,2024-10-19 06:28:00+00:00,2024-10-19 20:00:00+00:00,['ANZ450']
urn:oid:2.49.0.1.840.0.e35ae70aa4aaa47030a57e7dee470c9d3a0ddb87.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 2:28AM EDT until October 20 at 6:00AM EDT by NWS Mount Holly NJ,Coastal waters from Manasquan Inlet to Little Egg Inlet NJ out 20 nm; Coastal waters from Little Egg Inlet to Great Egg Inlet NJ out 20 nm,Minor,Likely,Expected,2024-10-19 06:28:00+00:00,2024-10-19 20:00:00+00:00,"['ANZ451', 'ANZ452']"
urn:oid:2.49.0.1.840.0.7a87e1c8e069b0ddb95b3a566664880eae6e49ec.002.1,Wind Advisory,Wind Advisory issued October 18 at 10:48PM PDT until October 19 at 8:00AM PDT by NWS San Francisco CA,North Bay Interior Mountains,Moderate,Likely,Expected,2024-10-19 05:48:00+00:00,2024-10-19 15:00:00+00:00,['CAZ504']
urn:oid:2.49.0.1.840.0.3a5c55a08da2f8f5f428d6ee6782c05e9bf7c383.001.2,Coastal Flood Warning,Coastal Flood Warning issued October 18 at 9:25PM AKDT until October 22 at 10:00PM AKDT by NWS Anchorage AK,Kuskokwim Delta,Severe,Likely,Expected,2024-10-20 22:00:00+00:00,2024-10-20 02:00:00+00:00,['AKZ155']
urn:oid:2.49.0.1.840.0.3a5c55a08da2f8f5f428d6ee6782c05e9bf7c383.002.1,Coastal Flood Watch,Coastal Flood Watch issued October 18 at 9:25PM AKDT until October 22 at 10:00PM AKDT by NWS Anchorage AK,Bristol Bay,Moderate,Possible,Future,2024-10-20 22:00:00+00:00,2024-10-20 02:00:00+00:00,['AKZ161']
urn:oid:2.49.0.1.840.0.3a5c55a08da2f8f5f428d6ee6782c05e9bf7c383.001.1,Coastal Flood Watch,The Coastal Flood Watch has been replaced. Please see the latest information from NWS Anchorage AK on this developing situation.,Kuskokwim Delta,Moderate,Observed,Past,2024-10-21 00:00:00+00:00,2024-10-19 05:40:19+00:00,['AKZ155']
urn:oid:2.49.0.1.840.0.ca7714fbd476da5def92b134d940420bbab38744.001.1,High Surf Advisory,High Surf Advisory issued October 19 at 1:20AM EDT until October 19 at 8:00PM EDT by NWS Miami FL,Coastal Palm Beach County; Coastal Broward County,Minor,Likely,Expected,2024-10-19 05:20:00+00:00,2024-10-19 20:00:00+00:00,"['FLZ168', 'FLZ172']"
urn:oid:2.49.0.1.840.0.ca7714fbd476da5def92b134d940420bbab38744.001.2,Rip Current Statement,Rip Current Statement issued October 19 at 1:20AM EDT until October 21 at 8:00PM EDT by NWS Miami FL,Coastal Palm Beach County; Coastal Broward County,Moderate,Likely,Expected,2024-10-19 05:20:00+00:00,2024-10-19 20:00:00+00:00,"['FLZ168', 'FLZ172']"
urn:oid:2.49.0.1.840.0.ca7714fbd476da5def92b134d940420bbab38744.002.2,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 1:20AM EDT until October 20 at 8:00PM EDT by NWS Miami FL,Coastal Miami Dade County,Minor,Likely,Expected,2024-10-19 05:20:00+00:00,2024-10-19 20:00:00+00:00,['FLZ173']
urn:oid:2.49.0.1.840.0.ca7714fbd476da5def92b134d940420bbab38744.002.1,Rip Current Statement,Rip Current Statement issued October 19 at 1:20AM EDT until October 21 at 8:00PM EDT by NWS Miami FL,Coastal Miami Dade County,Moderate,Likely,Expected,2024-10-19 05:20:00+00:00,2024-10-19 20:00:00+00:00,['FLZ173']
urn:oid:2.49.0.1.840.0.ca7714fbd476da5def92b134d940420bbab38744.001.3,Coastal Flood Advisory,Coastal Flood Advisory issued October 19 at 1:20AM EDT until October 20 at 8:00PM EDT by NWS Miami FL,Coastal Palm Beach County; Coastal Broward County,Minor,Likely,Expected,2024-10-19 05:20:00+00:00,2024-10-19 20:00:00+00:00,"['FLZ168', 'FLZ172']"
urn:oid:2.49.0.1.840.0.4c96e4f98b65055702456ec0536aa47731403142.003.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 1:19AM EDT until October 20 at 8:00PM EDT by NWS Miami FL,Biscayne Bay,Minor,Likely,Expected,2024-10-19 05:19:00+00:00,2024-10-19 20:00:00+00:00,['AMZ630']
urn:oid:2.49.0.1.840.0.4c96e4f98b65055702456ec0536aa47731403142.001.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 1:19AM EDT until October 21 at 8:00AM EDT by NWS Miami FL,Coastal waters from Chokoloskee to Bonita Beach FL out 20 NM; Coastal waters from East Cape Sable to Chokoloskee FL out 20 NM; Waters from Chokoloskee to Bonita Beach FL from 20 to 60 NM,Minor,Likely,Expected,2024-10-19 05:19:00+00:00,2024-10-19 20:00:00+00:00,"['GMZ656', 'GMZ657', 'GMZ676']"
urn:oid:2.49.0.1.840.0.4c96e4f98b65055702456ec0536aa47731403142.004.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 1:19AM EDT until October 19 at 8:00PM EDT by NWS Miami FL,Lake Okeechobee,Minor,Likely,Expected,2024-10-19 05:19:00+00:00,2024-10-19 20:00:00+00:00,['AMZ610']
urn:oid:2.49.0.1.840.0.4c96e4f98b65055702456ec0536aa47731403142.002.1,Small Craft Advisory,Small Craft Advisory issued October 19 at 1:19AM EDT until October 21 at 8:00PM EDT by NWS Miami FL,Coastal waters from Jupiter Inlet to Deerfield Beach FL out 20 NM; Coastal waters from Deerfield Beach to Ocean Reef FL out 20 NM; Waters from Jupiter Inlet to Deerfield Beach FL from 20 to 60 NM; Waters from Deerfield Beach to Ocean Reef FL from 20 to 60 NM excluding the territorial waters of Bahamas,Minor,Likely,Expected,2024-10-19 05:19:00+00:00,2024-10-19 20:00:00+00:00,"['AMZ650', 'AMZ651', 'AMZ670', 'AMZ671']"
urn:oid:2.49.0.1.840.0.e849cc35f0e15ec368fff6dbfa934c01fa8b5fe5.001.1,Freeze Warning,Freeze Warning issued October 18 at 9:04PM MDT until October 19 at 10:00AM MDT by NWS Riverton WY,Cody Foothills; North Bighorn Basin; Southwest Bighorn Basin; Southeast Bighorn Basin; Northeast Johnson County; Southeast Johnson County; Upper Wind River Basin; Wind River Basin; Lander Foothills; Natrona County Lower Elevations; Rock Springs and Green River; Flaming Gorge; East Sweetwater County,Moderate,Likely,Expected,2024-10-19 05:00:00+00:00,2024-10-19 16:00:00+00:00,"['WYZ003', 'WYZ004', 'WYZ005', 'WYZ006', 'WYZ010', 'WYZ011', 'WYZ016', 'WYZ017', 'WYZ018', 'WYZ020', 'WYZ028', 'WYZ029', 'WYZ030']"
urn:oid:2.49.0.1.840.0.7056bc27711c314bc002fd3b92e9ca749e05d50d.001.1,Coastal Flood Statement,Coastal Flood Statement issued October 18 at 4:11PM HST until October 20 at 8:00AM HST by NWS Honolulu HI,Niihau; Kauai Southwest; Waianae Coast; Oahu North Shore; Olomana; Kahoolawe; Maui Windward West; Maui Leeward West; Kona; Kohala; Kauai North; Kauai East; Kauai South; East Honolulu; Honolulu Metro; Ewa Plain; Koolau Windward; Molokai Windward; Molokai Southeast; Molokai North; Molokai West; Molokai Leeward South; Lanai Windward; Lanai Leeward; Lanai South; Maui Central Valley North; Maui Central Valley South; Windward Haleakala; Kipahulu; South Maui/Upcountry; South Haleakala; Big Island South; Big Island Southeast; Big Island East; Big Island North,Minor,Likely,Expected,2024-10-19 02:11:00+00:00,2024-10-19 14:30:00+00:00,"['HIZ001', 'HIZ003', 'HIZ006', 'HIZ007', 'HIZ009', 'HIZ016', 'HIZ017', 'HIZ018', 'HIZ023', 'HIZ026', 'HIZ029', 'HIZ030', 'HIZ031', 'HIZ032', 'HIZ033', 'HIZ034', 'HIZ035', 'HIZ037', 'HIZ038', 'HIZ039', 'HIZ040', 'HIZ041', 'HIZ042', 'HIZ043', 'HIZ044', 'HIZ045', 'HIZ046', 'HIZ047', 'HIZ048', 'HIZ049', 'HIZ050', 'HIZ051', 'HIZ052', 'HIZ053', 'HIZ054']"
urn:oid:2.49.0.1.840.0.a3e73bd86d4f7b0f458a7a034408c5225a4bc3e6.003.1,Gale Warning,Gale Warning issued October 18 at 6:08PM AKDT until October 19 at 5:00PM AKDT by NWS Juneau AK,Northern Lynn Canal,Moderate,Likely,Expected,2024-10-19 02:00:00+00:00,2024-10-19 15:00:00+00:00,['PKZ012']
urn:oid:2.49.0.1.840.0.a3e73bd86d4f7b0f458a7a034408c5225a4bc3e6.008.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 6:08PM AKDT until October 19 at 5:00PM AKDT by NWS Juneau AK,Northern Chatham Strait,Minor,Likely,Expected,2024-10-19 02:00:00+00:00,2024-10-19 15:00:00+00:00,['PKZ032']
urn:oid:2.49.0.1.840.0.a3e73bd86d4f7b0f458a7a034408c5225a4bc3e6.004.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 6:08PM AKDT until October 19 at 5:00PM AKDT by NWS Juneau AK,Southern Lynn Canal,Minor,Likely,Expected,2024-10-19 02:00:00+00:00,2024-10-19 15:00:00+00:00,['PKZ013']
urn:oid:2.49.0.1.840.0.a3e73bd86d4f7b0f458a7a034408c5225a4bc3e6.007.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 6:08PM AKDT until October 19 at 5:00PM AKDT by NWS Juneau AK,Stephens Passage,Minor,Likely,Expected,2024-10-19 02:00:00+00:00,2024-10-19 15:00:00+00:00,['PKZ031']
urn:oid:2.49.0.1.840.0.a3e73bd86d4f7b0f458a7a034408c5225a4bc3e6.006.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 6:08PM AKDT until October 19 at 5:00PM AKDT by NWS Juneau AK,Cross Sound,Minor,Likely,Expected,2024-10-19 02:00:00+00:00,2024-10-19 15:00:00+00:00,['PKZ022']
urn:oid:2.49.0.1.840.0.4a37f30959d8065635f2ac602e97b304998d5b48.001.1,Frost Advisory,Frost Advisory issued October 18 at 9:51PM EDT until October 19 at 9:00AM EDT by NWS Cleveland OH,Geauga; Ashtabula Inland; Summit; Portage; Trumbull; Stark; Mahoning,Minor,Likely,Expected,2024-10-19 06:00:00+00:00,2024-10-19 13:00:00+00:00,"['OHZ013', 'OHZ014', 'OHZ021', 'OHZ022', 'OHZ023', 'OHZ032', 'OHZ033']"
urn:oid:2.49.0.1.840.0.7663aeaf91324fa1500fa032134df3a4e145d618.001.1,Air Quality Alert,Air Quality Alert issued October 18 at 6:01PM MST by NWS Phoenix AZ,Joshua Tree NP West; Joshua Tree NP East; Chuckwalla Mountains; Chiriaco Summit; Palo Verde Valley; Chuckwalla Valley,Unknown,Unknown,Unknown,2024-10-19 01:01:00+00:00,2024-10-19 22:00:00+00:00,"['CAZ560', 'CAZ561', 'CAZ564', 'CAZ568', 'CAZ569', 'CAZ570']"
urn:oid:2.49.0.1.840.0.46e100e26f7e340e2fbd88a1d7fcc21db27393e3.001.1,Flood Warning,Flood Warning issued October 18 at 8:51PM EDT by NWS Melbourne FL,"Seminole, FL",Severe,Observed,Immediate,2024-10-19 00:51:00+00:00,2024-10-19 16:00:00+00:00,['FLC117']
urn:oid:2.49.0.1.840.0.46e100e26f7e340e2fbd88a1d7fcc21db27393e3.003.1,Flood Warning,Flood Warning issued October 18 at 8:51PM EDT by NWS Melbourne FL,"Lake, FL; Volusia, FL",Severe,Observed,Immediate,2024-10-19 00:51:00+00:00,2024-10-19 16:00:00+00:00,"['FLC069', 'FLC127']"
urn:oid:2.49.0.1.840.0.46e100e26f7e340e2fbd88a1d7fcc21db27393e3.002.1,Flood Warning,Flood Warning issued October 18 at 8:51PM EDT by NWS Melbourne FL,"Seminole, FL",Severe,Observed,Immediate,2024-10-19 00:51:00+00:00,2024-10-19 16:00:00+00:00,['FLC117']
urn:oid:2.49.0.1.840.0.46e100e26f7e340e2fbd88a1d7fcc21db27393e3.004.1,Flood Warning,Flood Warning issued October 18 at 8:51PM EDT by NWS Melbourne FL,"Lake, FL; Volusia, FL",Severe,Observed,Immediate,2024-10-19 00:51:00+00:00,2024-10-19 16:00:00+00:00,"['FLC069', 'FLC127']"
urn:oid:2.49.0.1.840.0.27ed75fbc6ab2c25c35b29a8b1a3def1f626fbcf.001.1,Flood Warning,Flood Warning issued October 18 at 8:23PM EDT until October 21 at 8:00AM EDT by NWS Jacksonville FL,"Columbia, FL; Gilchrist, FL; Suwannee, FL",Severe,Observed,Immediate,2024-10-19 00:23:00+00:00,2024-10-20 00:30:00+00:00,"['FLC023', 'FLC041', 'FLC121']"
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.005.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Castle Cape to Cape Tolstoi from 15 to 100 NM,Minor,Likely,Expected,2024-10-19 13:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ753']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.025.1,Gale Warning,Gale Warning issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Adak to Kiska Bering Side,Moderate,Likely,Expected,2024-10-20 01:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ784']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.023.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Seguam to Adak Pacific Side out to 15 NM,Minor,Likely,Expected,2024-10-20 01:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ782']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.035.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,North and West of Nunivak Island,Minor,Likely,Expected,2024-10-20 01:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ765']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.003.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Sitkinak to Castle Cape from 15 to 100 NM,Minor,Likely,Expected,2024-10-19 13:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ751']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.022.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Seguam to Adak Bering Side from 15 to 85 NM,Minor,Likely,Expected,2024-10-20 01:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ781']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.018.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Nikolski to Seguam Bering Side from 15 to 85 NM,Minor,Likely,Expected,2024-10-20 01:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ776']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.026.1,Gale Warning,Gale Warning issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Adak to Kiska Pacific Side,Moderate,Likely,Expected,2024-10-20 01:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ785']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.021.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Seguam to Adak Bering Side out to 15 NM,Minor,Likely,Expected,2024-10-20 01:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ780']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.002.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Sitkinak to Castle Cape out to 15 NM,Minor,Likely,Expected,2024-10-19 13:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ750']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.017.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Nikolski to Seguam Bering Side out to 15 NM,Minor,Likely,Expected,2024-10-20 01:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ775']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.027.1,Gale Warning,Gale Warning issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Kiska to Attu Bering Side,Moderate,Likely,Expected,2024-10-19 13:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ786']
urn:oid:2.49.0.1.840.0.1d2ca09fc0a673a355be34338b956812b1dd53bd.024.1,Small Craft Advisory,Small Craft Advisory issued October 18 at 3:37PM AKDT until October 20 at 5:00AM AKDT by NWS Anchorage AK,Seguam to Adak Pacific Side from 15 to 75 NM,Minor,Likely,Expected,2024-10-20 01:00:00+00:00,2024-10-19 13:00:00+00:00,['PKZ783']
